req_id,title,design_refs,code_paths,tests,status,phase,last_verified
FR-502,Every critique carry severity and a target artifact reference,docs/PHASE7_ACCEPTANCE.md#21-taxonomy-and-targets|docs/REQUIREMENTS.md#5-critique-and-disagreement,backend/app/application/critique_commit.py|backend/app/domain/critique.py,backend/tests/unit/test_critique_commit.py::test_domain_expert_peer_may_commit_assigned_visible_attack_in_critique_phase|backend/tests/unit/test_critique_commit.py::test_generic_committer_cannot_bypass_critic_authority|backend/tests/unit/test_critique_commit.py::test_generic_committer_requires_assignment_even_for_valid_critic_turn|backend/tests/unit/test_critique_commit.py::test_hidden_target_assignment_leaves_no_partial_write|backend/tests/unit/test_critique_commit.py::test_invalid_target_or_hidden_assignment_leaves_no_partial_write|backend/tests/unit/test_critique_commit.py::test_wrong_phase_or_role_fails_before_turn_lock|backend/tests/unit/test_critique_contracts.py::test_assignment_is_closed_frozen_versioned_and_has_unique_targets|backend/tests/unit/test_critique_contracts.py::test_critic_bundle_accepts_every_fr501_type_as_new_open_critique|backend/tests/unit/test_critique_contracts.py::test_critic_bundle_rejects_non_critique_and_confidence|backend/tests/unit/test_critique_contracts.py::test_critic_bundle_rejects_unassigned_duplicate_resolved_or_request_bearing_output|backend/tests/unit/test_critique_contracts.py::test_fr503_every_response_disposition_has_one_strict_valid_shape|backend/tests/unit/test_critique_contracts.py::test_response_disposition_field_matrix_fails_closed|backend/tests/unit/test_critique_contracts.py::test_response_rejects_duplicate_warrants_and_mutation_fields|backend/tests/unit/test_critique_contracts.py::test_response_rejects_invalid_versions_and_blank_rationale|backend/tests/unit/test_critique_contracts.py::test_revise_may_propose_a_critique_successor_when_a_critique_was_attacked,implemented,7,local-t7-04-2026-09-07
FR-503,"Agents be able to respond ACCEPT, PARTIALLY_ACCEPT, REJECT_WITH_JUSTIFICATION, REVISE, REQUEST_EVIDENCE, REQUEST_SIMULATION, ABSTAIN",docs/PHASE7_ACCEPTANCE.md#23-response-and-resolution|docs/REQUIREMENTS.md#5-critique-and-disagreement,backend/app/application/critique_response.py|backend/app/db/critique_response.py|backend/app/domain/critique.py,backend/tests/integration/test_reasoning_persistence.py::test_api_idempotency_is_durable_and_forced_rls_isolated|backend/tests/integration/test_reasoning_persistence.py::test_committed_transition_wakes_sse_but_replays_from_postgres_ledger|backend/tests/integration/test_reasoning_persistence.py::test_concurrent_ledger_appends_are_gapless_and_chain_verifies|backend/tests/integration/test_reasoning_persistence.py::test_critique_response_revisions_requests_edges_and_events_share_one_transaction|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_every_phase_3_table|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_graph_tables|backend/tests/integration/test_reasoning_persistence.py::test_forced_rls_isolates_ledger_tables|backend/tests/integration/test_reasoning_persistence.py::test_graph_deferred_tenant_kind_and_endpoint_validation|backend/tests/integration/test_reasoning_persistence.py::test_graph_endpoint_function_matches_the_closed_phase_3_matrix|backend/tests/integration/test_reasoning_persistence.py::test_graph_store_keeps_artifact_projection_writes_atomic|backend/tests/integration/test_reasoning_persistence.py::test_graph_uniqueness_and_self_loop_constraints|backend/tests/integration/test_reasoning_persistence.py::test_jsonb_payload_decimal_and_envelope_validation|backend/tests/integration/test_reasoning_persistence.py::test_ledger_append_retry_read_verify_and_rollback|backend/tests/integration/test_reasoning_persistence.py::test_ledger_detects_tampering_and_database_rejects_mutation|backend/tests/integration/test_reasoning_persistence.py::test_lifecycle_transition_and_ledger_append_are_atomic_idempotent_and_rls_safe|backend/tests/integration/test_reasoning_persistence.py::test_membership_history_and_durable_usage_are_tenant_safe_and_append_only|backend/tests/integration/test_reasoning_persistence.py::test_phase3_database_schema_matches_documented_manifest|backend/tests/integration/test_reasoning_persistence.py::test_reasoning_revision_downgrades_reupgrades_and_has_no_drift|backend/tests/integration/test_reasoning_persistence.py::test_subgraph_radius_two_reaches_neighbors_of_neighbors_only|backend/tests/integration/test_reasoning_persistence.py::test_tenant_session_foreign_keys_revision_chain_and_references|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_and_forward_survive_a_supersedes_cycle_without_duplicates|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_depth_zero_returns_only_the_root_with_no_edges|backend/tests/integration/test_reasoning_persistence.py::test_trace_backward_truncates_before_reaching_the_full_cycle|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_filters_by_edge_type|backend/tests/integration/test_reasoning_persistence.py::test_trace_forward_paginates_deterministically_and_binds_cursor_to_query|backend/tests/integration/test_reasoning_persistence.py::test_traversal_stays_within_workspace_and_session_boundaries|backend/tests/unit/test_critique_response.py::test_all_seven_dispositions_append_resolution_and_explicit_result|backend/tests/unit/test_critique_response.py::test_evidence_revision_preserves_source_backed_provenance|backend/tests/unit/test_critique_response.py::test_exact_retry_returns_prior_result_without_duplicate_effects|backend/tests/unit/test_critique_response.py::test_exact_retry_survives_later_supersession_of_its_recorded_heads|backend/tests/unit/test_critique_response.py::test_human_owned_target_cannot_be_answered_automatically|backend/tests/unit/test_critique_response.py::test_resolved_critique_cannot_receive_a_new_response_identity|backend/tests/unit/test_critique_response.py::test_response_identity_reuse_with_different_content_fails_closed|backend/tests/unit/test_critique_response.py::test_response_migration_is_linear_append_only_tenant_safe_and_widens_only_response_edges|backend/tests/unit/test_critique_response.py::test_response_models_are_registered_in_declarative_metadata|backend/tests/unit/test_critique_response.py::test_revise_appends_same_kind_target_and_exact_coordinator_lineage|backend/tests/unit/test_critique_response.py::test_revise_rejects_kind_change_before_any_write|backend/tests/unit/test_critique_response.py::test_revising_attacked_critique_derives_attack_and_response_relationships|backend/tests/unit/test_critique_response.py::test_revision_contract_does_not_relax_fact_or_evidence_creation_policy|backend/tests/unit/test_critique_response.py::test_sqlalchemy_response_store_maps_rows_and_never_commits|backend/tests/unit/test_critique_response.py::test_stale_or_unauthorized_response_leaves_no_write|backend/tests/unit/test_critique_round.py::test_all_dispatch_outputs_validate_before_first_commit_side_effect|backend/tests/unit/test_critique_round.py::test_all_peer_outputs_validate_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_all_response_outputs_validate_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_deprecated_unsupported_claim_alias_fails_before_critique_commit|backend/tests/unit/test_critique_round.py::test_duplicate_response_outputs_fail_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_exact_duplicate_peer_attacks_fail_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_handoff_contract_requires_explicit_empty_reason_and_stable_unique_heads|backend/tests/unit/test_critique_round.py::test_handoff_entry_preserves_resolved_disputed_and_unresolved_response_metadata|backend/tests/unit/test_critique_round.py::test_metadata_free_deterministic_response_output_is_preserved|backend/tests/unit/test_critique_round.py::test_round_batch_rejects_invalid_global_pins_before_service_invocation|backend/tests/unit/test_critique_round.py::test_round_dispatches_and_commits_all_phases_in_deterministic_order|backend/tests/unit/test_critique_round.py::test_timeouts_in_each_phase_append_ordered_abstention_events|backend/tests/unit/test_critique_round.py::test_unsupported_claim_is_reported_as_evidence_gap_not_deprecated_alias,implemented,7,local-t7-06-2026-09-07
FR-504,"Unresolved critiques appear in the final explanation, never be dropped",docs/PHASE7_ACCEPTANCE.md#25-ordering-atomicity-and-explanation-handoff|docs/REQUIREMENTS.md#5-critique-and-disagreement,backend/app/db/critique_handoff.py|backend/app/domain/critique_handoff.py,backend/tests/contracts/test_critique_handoff.py::test_empty_handoff_serializes_an_explicit_reason|backend/tests/contracts/test_critique_handoff.py::test_fr504_no_omit_parameter_exists_on_handoff_read_port|backend/tests/integration/test_critique_handoff.py::test_handoff_reads_every_chain_head_in_creation_ledger_order_with_empty_reasons|backend/tests/unit/test_critique_round.py::test_all_dispatch_outputs_validate_before_first_commit_side_effect|backend/tests/unit/test_critique_round.py::test_all_peer_outputs_validate_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_all_response_outputs_validate_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_deprecated_unsupported_claim_alias_fails_before_critique_commit|backend/tests/unit/test_critique_round.py::test_duplicate_response_outputs_fail_before_first_response_commit|backend/tests/unit/test_critique_round.py::test_exact_duplicate_peer_attacks_fail_before_any_critique_commit|backend/tests/unit/test_critique_round.py::test_handoff_contract_requires_explicit_empty_reason_and_stable_unique_heads|backend/tests/unit/test_critique_round.py::test_handoff_entry_preserves_resolved_disputed_and_unresolved_response_metadata|backend/tests/unit/test_critique_round.py::test_metadata_free_deterministic_response_output_is_preserved|backend/tests/unit/test_critique_round.py::test_round_batch_rejects_invalid_global_pins_before_service_invocation|backend/tests/unit/test_critique_round.py::test_round_dispatches_and_commits_all_phases_in_deterministic_order|backend/tests/unit/test_critique_round.py::test_timeouts_in_each_phase_append_ordered_abstention_events|backend/tests/unit/test_critique_round.py::test_unsupported_claim_is_reported_as_evidence_gap_not_deprecated_alias,implemented,7,local-t7-07-2026-09-07
FR-505,"The platform preserve dissenting positions, minority reports and unresolved disagreements",docs/CONSENSUS_MODEL.md#9-minority-report|docs/REQUIREMENTS.md#5-critique-and-disagreement,backend/app/application/consensus.py|backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_orchestrator_persists_result_and_explanation|backend/tests/unit/test_consensus.py::test_weighted_worked_example,implemented,9,local-t9-2026-09-10
FR-506,Suppressing a minority position be impossible through the API,docs/CONSENSUS_MODEL.md#9-minority-report|docs/REQUIREMENTS.md#5-critique-and-disagreement,backend/app/application/consensus.py|backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_orchestrator_persists_result_and_explanation,implemented,9,local-t9-2026-09-10
FR-601,Consensus be computed by a pluggable ConsensusStrategy behind a stable port,docs/CONSENSUS_MODEL.md#3-pipeline|docs/PORTS.md#9-retrieval-and-memory-ports,backend/app/application/consensus.py|backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_orchestrator_persists_result_and_explanation|backend/tests/unit/test_consensus.py::test_registry_resolves_registered_strategy,implemented,9,local-t9-2026-09-10
FR-602,Hard-constraint feasibility be evaluated before any ranking,docs/adr/ADR-014-pluggable-consensus-feasibility-gate.md#adr-014-pluggable-consensus-strategies-behind-a-feasibility-gate|docs/consensus-formalism/README.md#shared-definitions,backend/app/application/consensus.py|backend/app/domain/consensus.py,backend/tests/unit/test_consensus.py::test_constraint_aware_stage1_all_infeasible,implemented,9,local-t9-2026-09-10
FR-603,An infeasible alternative be selectable regardless of score,docs/CONSENSUS_MODEL.md#10-invariants|docs/adr/ADR-014-pluggable-consensus-feasibility-gate.md#adr-014-pluggable-consensus-strategies-behind-a-feasibility-gate,backend/app/domain/consensus.py|backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_constraint_aware_stage1_all_infeasible,implemented,9,local-t9-2026-09-10
FR-604,"Outcomes include FULL_CONSENSUS, PARTIAL_CONSENSUS, CONDITIONAL_CONSENSUS, PARETO_SET, NO_CONSENSUS, DEADLOCK, INSUFFICIENT_EVIDENCE, INFEASIBLE",docs/CONSENSUS_MODEL.md#4-outcome-taxonomy|docs/REQUIREMENTS.md#6-consensus,backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_constraint_aware_stage1_all_infeasible|backend/tests/unit/test_consensus.py::test_constraint_aware_stage2_no_evidence_is_insufficient_evidence|backend/tests/unit/test_consensus.py::test_constraint_aware_stage4_conflicting_objectives_is_pareto_set|backend/tests/unit/test_consensus.py::test_evidence_weighted_worked_example|backend/tests/unit/test_consensus.py::test_evidence_weighted_zero_citations_is_insufficient_evidence|backend/tests/unit/test_consensus.py::test_weighted_no_alternatives_no_consensus|backend/tests/unit/test_consensus.py::test_weighted_worked_example,implemented,9,local-t9-2026-09-10
FR-605,"Every result carry a ConsensusExplanation: algorithm, version, formula, weights, thresholds, per-agent contributions, derivation trace",docs/CONSENSUS_MODEL.md#10-invariants|docs/REQUIREMENTS.md#6-consensus,backend/app/application/consensus.py|backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_orchestrator_persists_result_and_explanation|backend/tests/unit/test_consensus.py::test_weighted_worked_example,implemented,9,local-t9-2026-09-10
FR-606,"Semantic disagreement be assessed on structured propositions, not string equality",docs/CONSENSUS_MODEL.md#5-semantic-disagreement,backend/app/ports/consensus.py,backend/tests/unit/test_consensus.py::test_weighted_worked_example,implemented,9,local-t9-2026-09-10
FR-607,Conflicting objectives produce a Pareto analysis rather than a forced single winner,docs/consensus-formalism/constraint_aware.md#mathematics,backend/app/application/consensus.py,backend/tests/unit/test_consensus.py::test_constraint_aware_stage4_conflicting_objectives_is_pareto_set,implemented,9,local-t9-2026-09-10
FR-608,Every strategy have a formal document in docs/consensus-formalism/ before it is selectable,docs/CONSENSUS_MODEL.md#consensus-model|docs/consensus-formalism/README.md#consensus-strategy-formalisms,backend/app/application/consensus.py,backend/tests/unit/test_consensus.py::test_orchestrator_raises_for_unknown_strategy|backend/tests/unit/test_consensus.py::test_registry_raises_on_unknown_strategy|backend/tests/unit/test_consensus.py::test_registry_rejects_duplicate_name_and_version|backend/tests/unit/test_consensus.py::test_registry_rejects_undocumented_strategy,implemented,9,local-t9-2026-09-10
FR-609,"Consensus support values always be reported with the metric profile, never as a lone number",docs/CONSENSUS_MODEL.md#4-outcome-taxonomy|docs/REQUIREMENTS.md#6-consensus,,,planned,13,
FR-701,Agents be able to request a simulation; the coordinator run it as a durable activity,,,backend/tests/contracts/test_simulation.py::TestOrchestration::test_execute_happy_path|backend/tests/contracts/test_simulation.py::TestOrchestration::test_request_creates_pending|backend/tests/contracts/test_simulation.py::TestPorts::test_simulation_engine_protocol|backend/tests/contracts/test_simulation.py::TestSimulationRunRecord::test_completed_requires_finished_at|backend/tests/contracts/test_simulation.py::TestSimulationRunRecord::test_failed_requires_error|backend/tests/contracts/test_simulation.py::TestSimulationRunRecord::test_pending_record|backend/tests/contracts/test_simulation.py::TestSimulationRunRecord::test_rejected_requires_error|backend/tests/contracts/test_simulation.py::TestSimulationRunRecord::test_running_requires_started_at|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_valid_spec|backend/tests/contracts/test_simulation.py::TestValidationReport::test_valid_flag_mismatch|backend/tests/contracts/test_simulation.py::TestValidationReport::test_valid_report,planned,11,
FR-702,"Simulation results carry engine, engine version, spec hash, seed, run count, intervals, sensitivity, validity domain",,,backend/tests/contracts/test_simulation.py::TestOrchestration::test_execute_happy_path|backend/tests/contracts/test_simulation.py::TestSensitivity::test_compute_sensitivity_ranks|backend/tests/contracts/test_simulation.py::TestSensitivity::test_empty_sensitivity|backend/tests/contracts/test_simulation.py::TestSensitivity::test_negative_indices_ranked_by_absolute|backend/tests/contracts/test_simulation.py::TestSimulationResult::test_ci_low_gt_ci_high_rejected|backend/tests/contracts/test_simulation.py::TestSimulationResult::test_duplicate_variable_names_rejected|backend/tests/contracts/test_simulation.py::TestSimulationResult::test_frozen|backend/tests/contracts/test_simulation.py::TestSimulationResult::test_result_carries_all_fr702_fields|backend/tests/contracts/test_simulation.py::TestSimulationResult::test_valid_result|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_bad_schema_version|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_distribution_requires_shape|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_duplicate_output_names_rejected|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_duplicate_param_names_rejected|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_duplicate_scenario_names_rejected|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_empty_validity_domain_rejected|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_frozen|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_parameter_requires_value_or_distribution|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_parameter_with_distribution|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_spec_hash_changes_with_engine_version|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_spec_hash_changes_with_seed|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_spec_hash_deterministic,planned,8,
FR-703,"Simulation output be classified as evidence about the model, not evidence about the world",,,backend/tests/contracts/test_simulation.py::TestSimulationResult::test_evidence_kind_must_be_simulation_result|backend/tests/contracts/test_simulation.py::TestSimulationResult::test_valid_result|backend/tests/contracts/test_simulation.py::TestSimulationSpec::test_empty_assumptions_rejected,planned,8,
FR-704,Untrusted simulation code run through SandboxExecutionProvider with no network and bounded resources,docs/consensus-formalism/constraint_aware.md#worked-example,,backend/tests/contracts/test_simulation.py::TestPorts::test_sandbox_execution_provider_protocol|backend/tests/contracts/test_simulation.py::TestPorts::test_sandbox_request_model|backend/tests/contracts/test_simulation.py::TestPorts::test_sandbox_result_terminated_nonzero,planned,11,
FR-705,"Hard constraints be evaluated by a symbolic reasoner returning SAT, UNSAT or UNKNOWN",docs/NEURO_SYMBOLIC.md#6-evaluation|docs/adr/ADR-015-z3-symbolic-reasoner.md#adr-015-z3-as-the-symbolic-reasoner,backend/alembic/versions/20260912_0023_symbolic_evaluations.py|backend/app/adapters/z3_symbolic/reasoner.py|backend/app/application/symbolic_evaluation.py|backend/app/db/symbolic_evaluation.py,backend/tests/integration/test_symbolic_evaluation_persistence.py::test_symbolic_evidence_is_exact_idempotent_forced_rls_and_append_only|backend/tests/unit/test_symbolic_evaluation.py::test_service_persists_hash_bound_exact_revision_result|backend/tests/unit/test_symbolic_evaluation.py::test_service_rejects_result_for_another_revision|backend/tests/unit/test_z3_symbolic_reasoner.py::test_algebraic_witness_is_exact_polynomial_root_not_decimal_approximation|backend/tests/unit/test_z3_symbolic_reasoner.py::test_all_arithmetic_operators|backend/tests/unit/test_z3_symbolic_reasoner.py::test_all_comparison_operators|backend/tests/unit/test_z3_symbolic_reasoner.py::test_boolean_contradiction_tautology_and_implication_encoding|backend/tests/unit/test_z3_symbolic_reasoner.py::test_duplicate_declarations_fail_closed|backend/tests/unit/test_z3_symbolic_reasoner.py::test_invalid_symbolic_inputs_fail_closed|backend/tests/unit/test_z3_symbolic_reasoner.py::test_operator_translation_is_exhaustive|backend/tests/unit/test_z3_symbolic_reasoner.py::test_reals_are_exact_and_integer_real_arithmetic_is_supported|backend/tests/unit/test_z3_symbolic_reasoner.py::test_repeated_execution_is_deterministic_and_solver_state_is_isolated|backend/tests/unit/test_z3_symbolic_reasoner.py::test_sat_and_unsat_integer_constraint_sets_are_distinct|backend/tests/unit/test_z3_symbolic_reasoner.py::test_sat_witness_preserves_typed_exact_values_in_symbol_order|backend/tests/unit/test_z3_symbolic_reasoner.py::test_solver_failure_is_contained_and_never_becomes_unsat|backend/tests/unit/test_z3_symbolic_reasoner.py::test_unknown_node_operator_and_unsupported_sort_fail_closed|backend/tests/unit/test_z3_symbolic_reasoner.py::test_unsat_core_uses_deterministic_top_level_ast_paths|backend/tests/unit/test_z3_symbolic_reasoner.py::test_witness_model_completes_unconstrained_symbols_exactly,implemented,11,2026-09-12
FR-706,"Every violation produce a trace: rule, natural-language origin, validation status, inputs, evaluation, verdict",docs/NEURO_SYMBOLIC.md#6-evaluation|docs/adr/ADR-015-z3-symbolic-reasoner.md#adr-015-z3-as-the-symbolic-reasoner,backend/alembic/versions/20260912_0023_symbolic_evaluations.py|backend/app/application/symbolic_evaluation.py|backend/app/db/symbolic_evaluation.py,backend/tests/integration/test_symbolic_evaluation_persistence.py::test_symbolic_evidence_is_exact_idempotent_forced_rls_and_append_only|backend/tests/unit/test_symbolic_evaluation.py::test_service_persists_hash_bound_exact_revision_result|backend/tests/unit/test_symbolic_evaluation.py::test_service_rejects_result_for_another_revision|backend/tests/unit/test_z3_symbolic_reasoner.py::test_algebraic_witness_is_exact_polynomial_root_not_decimal_approximation|backend/tests/unit/test_z3_symbolic_reasoner.py::test_sat_witness_preserves_typed_exact_values_in_symbol_order|backend/tests/unit/test_z3_symbolic_reasoner.py::test_unsat_core_uses_deterministic_top_level_ast_paths|backend/tests/unit/test_z3_symbolic_reasoner.py::test_witness_model_completes_unconstrained_symbols_exactly,partial,11,2026-09-12
FR-707,A natural-language constraint become an enforceable rule without recorded validation,docs/DATA_MODEL.md#10-simulation-and-symbolic-evaluation|docs/NEURO_SYMBOLIC.md#4-formalization-contract|docs/adr/ADR-015-z3-symbolic-reasoner.md#adr-015-z3-as-the-symbolic-reasoner,backend/alembic/versions/20260912_0022_formalizations.py|backend/app/api/routes/formalizations.py|backend/app/application/formalization.py|backend/app/db/formalization.py,backend/tests/integration/test_formalization_persistence.py::test_formalization_facts_are_forced_rls_append_only_and_guarded|backend/tests/unit/test_formalization.py::test_closed_ast_canonical_rendering_jcs_and_hash_vectors|backend/tests/unit/test_formalization.py::test_failed_validation_and_explicit_rejection_are_not_enforceable|backend/tests/unit/test_formalization.py::test_lifecycle_requires_pass_and_human_confirmation_and_revision_resets|backend/tests/unit/test_formalization.py::test_stale_revision_and_conflicting_decision_fail_closed|backend/tests/unit/test_formalization.py::test_validation_orders_arity_symbol_sort_unit_and_rendering_issues|backend/tests/unit/test_formalization_api.py::test_create_read_validate_confirm_and_replay_expose_authoritative_status|backend/tests/unit/test_formalization_api.py::test_stale_if_match_changed_replay_and_rbac_fail_closed,implemented,11,2026-09-12
FR-708,"Solver UNKNOWN be surfaced as unknown, never as satisfaction or violation",docs/NEURO_SYMBOLIC.md#6-evaluation|docs/adr/ADR-015-z3-symbolic-reasoner.md#adr-015-z3-as-the-symbolic-reasoner,backend/app/adapters/z3_symbolic/reasoner.py|backend/app/application/symbolic_evaluation.py|backend/app/domain/consensus.py|backend/app/domain/symbolic_unknown_policy.py,backend/tests/unit/test_consensus.py::test_consensus_rejects_duplicate_and_foreign_feasibility_verdicts|backend/tests/unit/test_consensus.py::test_consensus_unknown_verdict_cannot_fabricate_sat_or_unsat_evidence|backend/tests/unit/test_consensus.py::test_unknown_selection_is_explicitly_conditional_not_sat|backend/tests/unit/test_symbolic_evaluation.py::test_service_persists_unknown_then_derives_defer_without_mutating_evidence|backend/tests/unit/test_symbolic_unknown_policy.py::test_future_symbolic_status_cannot_fall_through_as_success|backend/tests/unit/test_symbolic_unknown_policy.py::test_policy_handles_every_symbolic_status_explicitly|backend/tests/unit/test_symbolic_unknown_policy.py::test_unknown_decision_is_deterministic_and_preserves_solver_fact|backend/tests/unit/test_z3_symbolic_reasoner.py::test_unknown_and_timeout_are_first_class_and_bounded,implemented,11,2026-09-12
FR-801,"A human be able to pause, resume, inject evidence, amend constraints, modify objectives, request simulation or critique, request another round, reject a recommendation, override an outcome and cancel",docs/SIMULATION_ARCHITECTURE.md#5-execution-path|docs/adr/ADR-018-sandbox-execution-boundary.md#adr-018-sandbox-execution-boundary-for-generated-and-third-party-code,,,planned,8,
FR-802,"Every human action be an event with actor, timestamp and payload",,,,planned,10,
FR-803,Overrides be labelled as overrides in every downstream view,,,,planned,10,
FR-804,"The system provide four explanation views: executive, expert, formal, machine-readable",,,,planned,10,
FR-805,A user be able to navigate backward from any recommendation to its original sources,,,,planned,10,
FR-806,A user be able to navigate forward from any source to every dependent recommendation,,,,planned,10,
FR-807,The audit trail be append-only and be writable through the application API,docs/AUDITABILITY.md#4-access-logging,backend/alembic/versions/20260912_0025_audit_tables.py|backend/app/application/audit.py|backend/app/db/audit.py|backend/app/db/consensus.py|backend/app/db/models/audit.py|backend/app/domain/audit.py|backend/app/domain/consensus.py,backend/tests/integration/test_audit_persistence.py::test_access_log_round_trip_orders_and_paginates_by_cursor|backend/tests/integration/test_audit_persistence.py::test_audit_tables_are_append_only_at_the_database|backend/tests/integration/test_audit_persistence.py::test_audit_tables_foreign_keys_reject_unknown_sessions|backend/tests/integration/test_audit_persistence.py::test_chain_integrity_detects_an_altered_day_head|backend/tests/integration/test_audit_persistence.py::test_forced_rls_isolates_audit_tables_across_tenants|backend/tests/integration/test_audit_persistence.py::test_recommendation_access_reports_complete_timeline_before_acceptance|backend/tests/integration/test_audit_persistence.py::test_two_day_anchor_chain_verifies_and_same_day_conflicts|backend/tests/unit/test_audit_queries.py::test_access_cursor_round_trip_and_garbage|backend/tests/unit/test_audit_queries.py::test_access_log_entry_rejects_blank_scope_and_blank_trace|backend/tests/unit/test_audit_queries.py::test_anchor_hash_is_deterministic_and_precedes_with_genesis|backend/tests/unit/test_audit_queries.py::test_anchor_rejects_mismatched_hash_on_construction|backend/tests/unit/test_audit_queries.py::test_artifact_rationale_finds_originating_turn|backend/tests/unit/test_audit_queries.py::test_artifact_rationale_handles_broken_causation_chain|backend/tests/unit/test_audit_queries.py::test_artifact_rationale_missing_artifact_is_none|backend/tests/unit/test_audit_queries.py::test_artifact_revision_history_defaults_version_when_absent|backend/tests/unit/test_audit_queries.py::test_artifact_revision_history_orders_writes_and_keeps_warrants|backend/tests/unit/test_audit_queries.py::test_chain_integrity_detects_altered_day_head|backend/tests/unit/test_audit_queries.py::test_chain_integrity_reports_invalid_ledger_verification|backend/tests/unit/test_audit_queries.py::test_chain_integrity_verifies_two_day_record|backend/tests/unit/test_audit_queries.py::test_daily_anchor_publishing_requires_events|backend/tests/unit/test_audit_queries.py::test_recommendation_access_filters_reads_before_creation|backend/tests/unit/test_audit_queries.py::test_recommendation_access_truncation_reports_cursor|backend/tests/unit/test_audit_queries.py::test_recommendation_access_unknown_recommendation|backend/tests/unit/test_audit_queries.py::test_round_consensus_record_lookup|backend/tests/unit/test_audit_queries.py::test_round_participant_context_filters_turns_by_round|backend/tests/unit/test_audit_queries.py::test_round_participant_context_missing_session_is_none|backend/tests/unit/test_audit_queries.py::test_session_termination_reports_final_state_and_last_event|backend/tests/unit/test_audit_queries.py::test_strategy_usage_maps_consensus_record|backend/tests/unit/test_reasoning_ledger.py::test_adapter_appends_and_advances_head_without_commit|backend/tests/unit/test_reasoning_ledger.py::test_append_payload_is_deeply_immutable|backend/tests/unit/test_reasoning_ledger.py::test_append_rejects_invalid_values|backend/tests/unit/test_reasoning_ledger.py::test_append_rejects_noncanonical_json_numbers|backend/tests/unit/test_reasoning_ledger.py::test_hashes_are_deterministic_and_use_normative_timestamp_shape|backend/tests/unit/test_reasoning_ledger.py::test_idempotent_retry_returns_matching_row_and_rejects_mismatch|backend/tests/unit/test_reasoning_ledger.py::test_verification_detects_payload_chain_sequence_and_head_changes,implemented,13,local-phase13-2026-09-14
FR-808,Every session produce a reproducibility manifest,,,,planned,13,
FR-901,Metrics be reported as a multi-dimensional profile; a single aggregate quality score exist,docs/METRICS.md#1-the-no-single-score-rule,backend/app/application/metrics.py,backend/tests/unit/test_metric_catalogue.py::test_catalogue_is_a_profile_with_no_aggregate_score,partial,13,
FR-902,"Every metric declare formula, inputs, range, direction, interpretation and caveats",docs/METRICS.md#2-admission-rules-for-a-metric,backend/app/application/metrics.py|backend/app/domain/metrics.py,backend/tests/unit/test_metric_catalogue.py::test_catalogue_is_a_profile_with_no_aggregate_score|backend/tests/unit/test_metric_catalogue.py::test_catalogue_ships_43_active_metric_definitions|backend/tests/unit/test_metric_catalogue.py::test_dimension_counts_match_the_metrICS_document|backend/tests/unit/test_metric_catalogue.py::test_every_definition_states_all_six_admission_fields|backend/tests/unit/test_metric_catalogue.py::test_every_id_prefix_matches_its_dimension|backend/tests/unit/test_metric_catalogue.py::test_phase_12_reward_pins_resolve_at_version_1|backend/tests/unit/test_metric_catalogue.py::test_registration_order_is_deterministic_and_ids_are_unique|backend/tests/unit/test_metric_catalogue.py::test_retirement_requires_an_explicit_successor|backend/tests/unit/test_metric_catalogue.py::test_transcription_matches_the_metrICS_document,implemented,13,local-phase13-2026-09-14
FR-903,"Users be able to define experiments varying agents, strategies, models, prompts, consensus algorithms, retrieval configs and budgets",docs/AUDITABILITY.md#5-the-eight-questions,,,planned,13,
FR-904,"Experiment runs be reproducible from their manifest, subject to the documented determinism limits",,,,planned,16,
FR-905,The platform support ablation of any single component,,,,planned,16,
